rank,tag,rating,character,id
321,Andrew Curtin,7.926026457334541,"[""sonic""]",3258777
322,Iceee,7.893250702076741,"[""lucas""]",4944595
323,b-wolf,7.885558477520419,"[""wolf""]",3092368
324,Moopisegg,7.765390029970581,"[""brave""]",4680890
325,Sanaito,7.624717725597644,"[""robot""]",12761
326,T.K.O,7.466547053528025,"[""littlemac""]",4933114
327,hq,7.466547053528025,"[""szerosuit""]",4680916
328,LevL,7.415761006726886,"[""master""]",36461
329,BrAndO,7.276099701751199,"[""koopa""]",1319950
330,Raury,7.2460115277664565,"[""pichu""]",3994062
331,Jahku$ha,7.219566480971109,"[""younglink""]",4559746
332,Flan,7.2090155058862635,"[""pitBoth""]",1992615
333,DougThePlug,7.0577478048194076,"[""link""]",3806745
334,Surume,7.01658021472021,"[""wolf""]",4938866
335,Sunshine,6.879404256003114,"[""captain""]",4818785
336,NiNE,6.860983426437933,,25337
337,StuffinCrust,6.809335125978637,"[""lucina""]",1648414
338,BEANMAN,6.763019310928736,"[""littlemac""]",3024601
339,WHOLE MILK,6.625953497920283,"[""captain""]",2981252
340,BigBreakFast,6.606600761003468,"[""edge""]",2719362
341,LogMan,6.548881037104902,"[""yoshi""]",4526456
342,Abdabber,6.372513676073867,,4701962
343,michaeljohnson,6.364751849660336,,2893522
344,TFT - Guillotine,6.346162016796891,"[""ness""]",4263821
345,Babyboi,6.26623146453544,"[""kirby"", ""pichu""]",5034135
346,Acronix,6.197873827540058,"[""jack""]",4331091
347,Avalon,6.1933432561949955,"[""link""]",36418
348,Kori,6.175254064547288,"[""lucina""]",2030915
349,Gerard,6.155717057078903,,325542
350,Genaric_Human,6.152716854651287,"[""miifighter""]",4427222
351,wolfy,6.1392340288194465,"[""duckhunt""]",295981
352,IceWave4,6.104911998395996,"[""sonic""]",4191196
353,EISEN,6.060432334357833,"[""roy""]",3483274
354,D.King79,5.9913981978327815,"[""brave""]",534660
355,Tubby,5.915935931741323,"[""packun""]",3082718
356,EdiblePine,5.905850399706295,"[""rosetta""]",1648278
357,Ohple,5.857107568717256,"[""gaogaen""]",134634
358,Lupo,5.834309169916842,"[""pitBoth""]",3848849
359,Chudquest,5.74680044235652,"[""master""]",4764587
360,Joyblossom,5.657845365051017,,4675246
361,assclapFGC,5.6344490067408834,"[""gamewatch""]",3481864
362,Milex,5.553997884938128,"[""pikachu""]",4945217
363,RyuAwesome126,5.541827068708152,"[""roy""]",467873
364,Simfrm,5.413652873992613,"[""sora""]",4506739
365,Solstice,5.408377096603993,"[""kirby""]",4929526
366,JustJay684,5.403106460628704,,4991811
367,Bumpadumper,5.366355548109997,"[""wario""]",1465383
368,Astrum,5.361125863473949,"[""toonlink""]",4943691
369,SODA!,5.314287449012506,"[""jack""]",3478470
370,download DOWNIT for ios,5.226928489475968,"[""ice_climber""]",1630491
371,Cheddr,5.206583020521158,"[""falco""]",1762653
372,Deathrite,5.186316744941163,"[""wiifit""]",4819014
373,Sylvinyx,5.166129354481076,"[""inkling"", ""ptrainer""]",4804141
374,Mc'Plow,5.135995507034801,"[""buddy""]",4060815
375,Shusui,5.116003988621873,"[""master""]",3465710
376,MikePTM,5.056495116869581,"[""koopa""]",3586658
377,Toasty,5.041726371548827,"[""captain""]",1632443
